"ACTION","REWARD","A0","A1","A2","A3","V"
"3","0.0","-0.0261896","0.0462796","-0.0639045","-0.0306365","-0.0230934"
"1","0.0","-0.0484417","0.0477125","-0.101704","-0.0535941","-0.0353842"
"1","0.0","-0.0447642","0.081119","-0.135875","-0.0758937","-0.0382003"
"0","0.0","-0.0582739","0.089514","-0.181249","-0.109873","-0.044376"
"2","0.0","-0.0495811","0.106961","-0.198037","-0.124895","-0.0481663"
"2","1.0","-0.0835253","0.111443","-0.228489","-0.152953","-0.0592632"
"2","0.0","-0.0853899","0.0793774","-0.241851","-0.164152","-0.0818879"
"0","0.0","-0.0819965","0.0633382","-0.246647","-0.173745","-0.0775232"
"0","0.0","-0.0720313","0.040735","-0.263297","-0.181719","-0.0874973"
"1","0.0","-0.0819593","0.038817","-0.258042","-0.190032","-0.0821971"
"0","0.0","-0.068774","0.0200115","-0.269644","-0.194357","-0.0878552"
"0","0.0","-0.0773304","0.0214708","-0.261484","-0.199877","-0.0801782"
"1","0.0","-0.070262","0.013994","-0.258132","-0.200475","-0.0713506"
"1","0.0","-0.0779569","0.0165808","-0.25472","-0.204155","-0.0689665"
"3","1.0","-0.0640155","0.0017553","-0.267622","-0.204875","-0.0769471"
"2","0.0","-0.0646413","-0.00479313","-0.259897","-0.204445","-0.0767146"
"2","0.0","-0.0655245","-0.00877215","-0.255536","-0.204417","-0.0762384"
"2","1.0","-0.0624921","0.00335108","-0.260801","-0.208001","-0.0785932"
"0","0.0","-0.0288583","0.0465134","-0.278612","-0.208522","-0.0653769"
"0","0.0","-0.0059381","0.0766194","-0.293509","-0.213183","-0.0571574"
"1","0.0","0.0102159","0.0969685","-0.305572","-0.22018","-0.051174"
"1","0.0","0.0222733","0.110242","-0.314946","-0.228193","-0.0463038"
"2","0.0","0.0318625","0.118495","-0.321933","-0.236335","-0.0421559"
"0","0.0","0.0399414","0.123255","-0.326912","-0.244054","-0.0386343"
"2","0.0","0.0470488","0.125627","-0.330275","-0.251037","-0.0357301"
"1","0.0","0.0534703","0.126401","-0.332392","-0.25714","-0.0334354"
"3","0.0","0.0593465","0.126129","-0.333586","-0.262329","-0.0317169"
"0","0.0","0.022676","0.0871987","-0.31197","-0.269","-0.0381628"
"0","0.0","0.0070039","0.0488432","-0.293797","-0.267045","-0.0464619"
"2","0.0","-0.00358746","0.022457","-0.279329","-0.261964","-0.0522421"
"3","0.0","0.0228598","0.0537428","-0.290657","-0.256123","-0.0434573"
"2","0.0","0.00654201","0.0266338","-0.277839","-0.253231","-0.0527684"
"0","0.0","0.0288325","0.0569657","-0.290629","-0.249405","-0.0451646"
"3","0.0","0.0640366","0.0239939","-0.341423","-0.229917","0.00895324"
"0","0.0","0.0566019","-0.0400945","-0.352017","-0.205637","0.0356158"
"2","0.0","0.0560744","-0.0883384","-0.357107","-0.184898","0.0527976"
"2","0.0","0.094051","-0.09289","-0.38433","-0.177653","0.0740041"
"0","0.0","0.12198","-0.101847","-0.405539","-0.173922","0.0878163"
"3","0.0","0.142535","-0.113509","-0.422335","-0.172856","0.0968868"
"1","0.0","0.123908","-0.158071","-0.410376","-0.163415","0.0913921"
"3","0.0","0.0937975","-0.152542","-0.363037","-0.182813","0.0335437"
"1","0.0","0.0752666","-0.140573","-0.332396","-0.195318","0.00244955"
"3","0.0","0.055226","-0.131446","-0.308889","-0.203114","-0.0286547"
"0","0.0","0.0430945","-0.118313","-0.294821","-0.206887","-0.0410038"
"3","1.0","0.0374831","-0.119279","-0.297533","-0.196872","-0.0650118"
"2","0.0","0.0157822","-0.113249","-0.28989","-0.194745","-0.0649224"
"3","0.0","0.00598606","-0.112114","-0.283875","-0.191013","-0.0766588"
"3","0.0","-0.0104745","-0.103391","-0.278573","-0.188283","-0.0723816"
"2","0.0","-0.0182665","-0.0912867","-0.266936","-0.190438","-0.0784824"
"3","0.0","-0.0298347","-0.0835787","-0.267446","-0.187842","-0.0715381"
