"ACTION","REWARD","A0","A1","A2","A3","V"
"3","0.0","0.00490814","-0.0014114","-0.00361321","0.0148346","0.528208"
"1","0.0","0.0043642","0.0285206","-0.0117664","0.0117547","0.625339"
"3","0.0","0.0027198","-0.00617395","0.00360813","0.02916","0.653098"
"3","0.0","0.0112471","-0.0249253","0.00554747","0.0265612","0.68119"
"0","0.0","0.0193987","-0.0404937","0.0052411","0.0220185","0.700441"
"0","0.0","0.0324881","-0.0179126","-0.00927492","0.00480975","0.726213"
"0","0.0","0.032338","-0.0101549","-0.0112161","0.00755065","0.728247"
"1","0.0","-0.597888","0.298838","0.241285","0.2227","0.390886"
"0","0.0","0.0481931","0.000530559","0.00675233","0.0141535","0.660593"
"1","0.0","-0.59215","0.311467","0.270652","0.221044","0.35796"
"0","0.0","0.0513871","0.0111365","0.0308944","0.0141147","0.641589"
"1","0.0","-0.590716","0.321747","0.288745","0.22096","0.345585"
"0","0.0","0.052581","0.019456","0.044521","0.0138517","0.63348"
"1","0.0","-0.589992","0.329094","0.298484","0.22052","0.339816"
"2","0.0","0.0532452","0.0252817","0.0516226","0.0134001","0.629412"
"2","0.0","0.0393224","0.0300261","0.0509239","0.00942413","0.674539"
"2","0.0","0.466537","-0.51051","0.513703","-0.442417","1.59309"
"2","0.0","0.244848","-0.635498","0.195483","0.111616","1.79203"
"0","0.0","0.458233","-0.50396","-0.457268","0.304294","1.56098"
"0","1.0","0.438852","-0.439565","-0.514388","0.200306","2.59815"
"1","0.0","-0.299712","0.280869","-0.356177","0.263783","1.8541"
"0","0.0","0.237422","0.137839","-0.795967","0.175236","1.92469"
"2","0.0","-0.359945","0.26096","-0.377987","0.361689","1.90277"
"1","0.0","-0.158933","0.0833254","-0.136899","0.0704015","1.10985"
"3","0.0","-0.103383","-0.0131699","-0.134935","0.0860295","0.96701"
"0","0.0","0.257083","0.0696803","-0.865397","0.255855","1.86165"
"3","0.0","-0.376916","0.273967","-0.417288","0.394303","1.89939"
"1","1.0","-0.923528","0.491809","0.0503756","0.34163","2.01438"
"1","0.0","-0.178709","0.132209","-0.076427","0.0524064","1.04171"
"3","0.0","-0.114706","0.00652233","-0.0267649","0.0680619","0.935381"
"3","0.0","-0.0841949","0.000299876","-0.0315327","0.0556182","0.894072"
"3","0.0","-0.0612339","0.00478433","-0.0332744","0.0426316","0.858349"
"3","0.0","-0.0438713","0.00978018","-0.0316143","0.0341723","0.826129"
"0","0.0","0.0140867","-0.00325322","-0.0091057","-0.0333361","0.791281"
"0","0.0","0.30722","0.203767","-0.0104946","-0.571083","0.53238"
"3","0.0","0.143535","0.136516","-0.663734","0.222233","0.42113"
"2","0.0","0.1299","-0.526284","0.174948","0.062488","0.561445"
"3","0.0","0.137001","0.16635","-0.722962","0.186765","0.417917"
"2","0.0","0.135031","-0.541722","0.149684","0.0528022","0.538848"
"3","0.0","0.138088","0.155412","-0.743103","0.186878","0.404992"
"2","0.0","0.135116","-0.548409","0.134087","0.056423","0.533076"
"3","0.0","0.138","0.151607","-0.75522","0.190861","0.403165"
"0","0.0","0.135317","-0.550512","0.125115","0.0605114","0.53352"
"3","0.0","-0.0196116","-0.0266002","-0.0995257","0.000584315","0.683707"
"0","0.0","0.0130745","-0.00562609","-0.0728052","-0.023994","0.630093"
"2","0.0","0.308926","-0.618106","0.416481","-0.221776","1.64785"
"0","1.0","0.207515","-0.618033","0.13963","0.0958577","1.79336"
"1","0.0","-0.0338539","0.0456085","-0.0296417","-0.0376374","0.902041"
"3","0.0","-0.016841","-0.00252529","-0.0136971","0.00817243","0.803637"
"0","0.0","0.0141001","0.0091668","-0.0109758","-0.017787","0.707482"
