"ACTION","REWARD","A0","A1","A2","A3","V"
"0","0.0","0.0593311","-0.0100193","0.0405559","-0.0690326","1.89587"
"2","0.0","0.378061","-0.59581","0.480355","-0.25523","3.74954"
"0","1.0","0.297504","-0.629371","0.0767398","0.0818053","4.18832"
"2","0.0","-0.00357442","-0.0647922","0.0797947","-0.065878","3.5923"
"2","0.0","-0.33705","0.377662","0.472849","-0.541892","4.38137"
"0","0.0","-0.0824807","0.0307255","0.322353","-0.542413","4.94952"
"2","1.0","-0.0323386","0.198876","0.337057","-0.743064","4.60788"
"2","0.0","-0.0720453","-0.0616715","0.0722308","-0.124393","3.82653"
"2","0.0","-0.047899","-0.0272444","0.00896774","-0.0834832","3.76591"
"2","0.0","0.0778257","-0.610364","0.213098","0.203312","3.5512"
"1","0.0","-0.0564269","0.0603924","-0.0685084","-0.0262708","3.72863"
"1","0.0","0.0874708","0.351051","0.20128","-0.767533","3.42364"
"3","0.0","-0.0866287","-0.0684119","0.0175852","0.0564278","3.59918"
"0","-1.0","-0.744792","0.27638","0.257728","0.298407","3.36877"
"1","0.0","-0.0656966","0.0714251","-0.0489498","0.00502131","3.67772"
"1","0.0","-0.0673562","0.0490206","-0.0104729","0.0187913","3.65151"
"1","0.0","-0.0589709","0.0388388","0.00969662","0.0116457","3.63512"
"2","0.0","-0.0452241","0.00347539","0.0404694","-0.000715097","3.59188"
"0","0.0","-0.0245972","-0.0241695","0.0429874","-0.00483506","3.60729"
"2","0.0","-0.0174459","-0.0228848","0.0203278","0.00344198","3.65574"
"3","0.0","-0.0393052","0.00333385","-0.0323529","0.0204404","3.66666"
"3","0.0","-0.0128018","-0.0352316","-0.01491","0.0171188","3.6944"
"3","0.0","-0.016112","-0.0389149","-0.0145364","0.0259034","3.67024"
"1","0.0","-0.573726","0.524589","-0.411617","0.458111","4.50393"
"3","1.0","0.0961022","0.0119118","-0.649226","0.297579","4.52759"
"3","0.0","-0.0357047","-0.058234","-0.0646458","0.0416384","3.77959"
"3","0.0","-0.00243347","-0.0905341","-0.0191841","-0.00213876","3.73845"
"3","0.0","0.0029713","-0.0989087","-0.0285013","0.00654497","3.72691"
"0","0.0","0.0131998","-0.108301","-0.032038","0.00952867","3.7191"
"3","0.0","0.0179269","-0.0946174","-0.0490176","0.0179609","3.74564"
"0","0.0","0.0309722","-0.0532115","-0.0416573","-0.0381337","3.71518"
"0","0.0","0.0178709","-0.0193972","-0.0243703","-0.0515741","3.71465"
"1","0.0","0.00509825","0.0124032","-0.000609081","-0.0654522","3.7242"
"1","0.0","-0.00574069","0.0375081","0.0270372","-0.080036","3.73825"
"1","0.0","-0.0139948","0.0560977","0.054629","-0.0949439","3.7515"
"2","0.0","-0.00226443","0.00584285","0.12094","-0.0928691","3.65852"
"3","0.0","-0.0136379","-0.00926882","0.122696","-0.0662456","3.67938"
"2","0.0","0.0254474","-0.0400639","0.140372","-0.0943869","3.62719"
"2","0.0","0.00261698","-0.0464234","0.121095","-0.0607717","3.65764"
"2","0.0","0.0115216","-0.0640475","0.102621","-0.0549032","3.68642"
"2","0.0","0.0222023","-0.0858526","0.0868643","-0.0494085","3.70712"
"2","0.0","0.0335809","-0.106729","0.0715973","-0.0441924","3.71971"
"3","0.0","0.0440383","-0.124592","0.0573341","-0.0389756","3.72751"
"2","0.0","0.0527834","-0.138861","0.0445489","-0.0337594","3.73273"
"0","0.0","0.0597046","-0.149724","0.0335159","-0.0287596","3.7365"
"2","0.0","0.060259","-0.134836","0.00464075","-0.0149096","3.76281"
"2","0.0","0.436412","-0.495866","0.442776","-0.512397","4.47904"
"0","1.0","0.345409","-0.750688","0.0611309","0.0486591","4.59121"
"0","0.0","0.058352","-0.175682","0.00967235","-0.0685191","3.84233"
"0","0.0","0.0367743","-0.136331","0.00556036","-0.0398816","3.72543"
