"ACTION","REWARD","A0","A1","A2","A3","V"
"3","0.0","-0.295267","-0.473366","-0.304755","1.05964","5.76641"
"1","1.0","-0.540137","0.483881","-0.0851387","0.0250122","6.92923"
"1","0.0","0.0185224","0.322349","-0.664532","0.107712","6.39128"
"2","0.0","-0.1287","-0.00230432","0.0829898","0.0378957","7.02233"
"3","0.0","-0.65526","0.230506","0.257858","0.295129","6.94969"
"3","0.0","-0.0786306","-0.0366357","0.0498724","0.0815087","7.2367"
"3","0.0","0.292385","-0.263463","-0.453008","0.413876","8.24537"
"0","1.0","0.308025","-0.798515","0.184515","0.143814","8.32104"
"0","0.0","0.0852598","-0.0223077","-0.0330895","-0.0988485","7.47608"
"0","0.0","0.0291717","0.0189393","-0.00389648","-0.0746385","7.49107"
"1","0.0","0.0215146","0.0579106","0.030625","-0.111498","7.4603"
"2","0.0","0.00529567","0.0776359","0.0675574","-0.125995","7.45797"
"2","0.0","-0.00441077","0.0215231","0.100677","-0.0591895","7.49845"
"2","0.0","-0.00919441","0.00335502","0.0620915","-0.0110469","7.45029"
"2","0.0","0.262473","-0.758864","0.327348","0.218192","7.21126"
"2","0.0","-0.0161078","-0.0485265","0.104545","-0.0375954","7.45578"
"1","0.0","-0.0121513","0.0333493","-0.00743353","-0.0164575","7.39735"
"1","0.0","0.118023","0.214011","-0.546843","0.107133","7.17158"
"1","1.0","-0.521093","0.299582","0.214094","0.116485","8.26711"
"1","0.0","-0.349555","0.384332","0.347528","-0.282628","8.20456"
"2","1.0","-0.29655","0.145452","0.460349","-0.0346185","8.95246"
"0","0.0","-0.324824","0.056525","-0.135743","0.463401","8.07621"
"3","0.0","-0.0680279","0.0060865","0.000331516","0.0861035","7.53084"
"3","0.0","-0.0732404","0.0312473","0.0121303","0.0523604","7.54063"
"1","0.0","-0.0406373","0.0354337","0.010906","0.0226221","7.46231"
"1","1.0","-0.484701","0.324141","0.145307","0.133879","8.26802"
"2","0.0","-0.0767609","-0.0388291","0.0430359","0.040526","7.42294"
"2","0.0","-0.059176","-0.0683101","0.0256064","0.0299834","7.44498"
"2","0.0","-0.0260027","-0.0786823","0.0104169","-0.0053821","7.46211"
"2","0.0","0.00273555","-0.10338","0.00753495","-0.0250622","7.48401"
"0","0.0","0.0833596","-0.138381","-0.0646474","-0.0531934","7.42837"
"0","0.0","0.0626918","-0.113801","-0.108393","-0.0113979","7.51677"
"0","0.0","0.0692615","-0.121659","-0.110687","-0.00989083","7.56561"
"0","0.0","0.0686423","-0.12492","-0.122518","0.00449811","7.58983"
"0","0.0","0.0633229","-0.123708","-0.137439","0.0236766","7.59777"
"0","0.0","0.0559221","-0.118791","-0.151515","0.0412471","7.60067"
"3","0.0","0.0483246","-0.112025","-0.163197","0.0552789","7.60078"
"3","0.0","0.295251","-0.305549","-0.498267","0.412796","8.4343"
"1","0.0","0.376065","-0.842995","0.107237","0.172827","8.52607"
"0","0.0","0.36253","-0.884671","0.138514","0.282281","7.40526"
"0","1.0","0.410985","-0.874294","0.155427","0.164123","8.44073"
"0","0.0","0.0689317","-0.103382","-0.110022","0.0338487","7.64022"
"3","0.0","-0.0168945","-0.0275366","-0.0755755","0.0625567","7.49613"
"3","0.0","-0.0480414","0.0116117","-0.0491576","0.0565141","7.4504"
"3","0.0","-0.0776172","0.0420368","-0.0288966","0.0593328","7.42621"
"1","0.0","-0.103872","0.0667445","-0.0123126","0.063677","7.42427"
"1","0.0","-0.0620544","0.0634919","-0.0288408","0.0450635","7.4435"
"0","0.0","-0.0559334","0.0656335","-0.0191282","0.040421","7.42763"
"1","0.0","-0.0473263","0.0607999","-0.00890906","0.0380841","7.41561"
"1","0.0","-0.0381018","0.0530281","5.82623e-05","0.0354986","7.40482"
