"ACTION","REWARD","A0","A1","A2","A3","V"
"2","0.0","0.0241352","-0.0132649","0.0751711","-0.088125","3.0524"
"2","0.0","0.396218","-0.494122","0.491758","-0.4824","6.44368"
"0","1.0","0.398184","-0.893416","0.20105","0.0633709","7.22604"
"0","0.0","0.107023","-0.131813","0.0249842","-0.122102","6.65978"
"0","0.0","0.0532453","-0.0800464","-0.0251433","-0.0233783","6.90704"
"0","1.0","0.503779","-0.881929","0.119413","0.13124","7.7929"
"0","0.0","0.117097","-0.19773","0.00627415","-0.0103031","7.06112"
"0","0.0","0.0503572","-0.0905906","-0.0462732","0.026742","7.08604"
"3","0.0","0.00678915","-0.0529462","-0.036661","0.050004","7.09856"
"3","0.0","-0.0232565","-0.0217919","-0.0329271","0.0530454","7.12339"
"2","0.0","-0.0300458","0.010681","0.0619907","-0.0742008","6.9601"
"1","0.0","-0.0619051","0.0398851","-0.00564551","0.023124","7.0772"
"1","0.0","-0.0277065","0.0292441","-0.00307516","-0.00742581","7.10814"
"1","0.0","-0.0149751","0.0268121","0.00381489","-0.0184353","7.09347"
"1","0.0","-0.00872053","0.0234532","0.00715666","-0.0184015","7.08236"
"1","0.0","-0.00153643","0.0185289","0.00947247","-0.0185947","7.06772"
"0","0.0","0.00528321","0.0125824","0.011378","-0.0187106","7.05394"
"0","0.0","0.0114316","0.00667603","0.0126775","-0.0188885","7.04219"
"3","0.0","0.0166896","0.00134688","0.0134557","-0.0190676","7.03297"
"1","0.0","0.00395117","0.049471","0.0359126","-0.0750865","6.95897"
"1","0.0","0.00569261","0.0592734","0.050209","-0.0868502","6.98475"
"2","0.0","0.00574152","0.0628952","0.0728932","-0.101761","7.00697"
"2","0.0","0.0280114","0.0139728","0.0736011","-0.0666266","7.08898"
"2","0.0","0.0332212","-0.00171837","0.0828996","-0.073292","7.06905"
"2","0.0","0.040613","-0.0121765","0.0784242","-0.0746033","7.05016"
"2","0.0","0.0439113","-0.0198558","0.0697839","-0.0691819","7.03748"
"0","0.0","0.28159","0.12838","-0.627882","0.0793578","6.79547"
"0","0.0","0.0564645","-0.0504852","0.0202445","-0.0281656","6.95332"
"0","0.0","0.0481048","-0.0377051","-0.0207464","0.0110856","6.94342"
"0","0.0","0.282356","0.0950378","-0.680942","0.142016","6.77833"
"0","0.0","0.367344","-0.385365","-0.373396","0.364542","7.77714"
"3","1.0","0.188885","0.0405491","-0.861804","0.336697","7.91012"
"3","0.0","0.00252584","-0.0478004","-0.150746","0.0844625","7.07818"
"3","0.0","-0.0532789","-0.0374587","-0.0765471","0.0834789","7.1516"
"3","0.0","-0.0482849","-0.00229225","-0.054509","0.0447183","7.16814"
"3","0.0","-0.0672161","0.0243819","-0.0356522","0.0367705","7.19798"
"2","0.0","-0.0670686","0.0530237","0.0659037","-0.0912328","7.03039"
"1","0.0","-0.0898981","0.0748614","0.00168217","0.00633504","7.13457"
"1","0.0","-0.0495439","0.0573405","0.00575911","-0.0215344","7.15127"
"1","0.0","-0.0315342","0.0487776","0.0127896","-0.0304015","7.12477"
"1","0.0","-0.0209937","0.0400329","0.0155112","-0.0282612","7.10477"
"1","0.0","-0.0104583","0.030783","0.0168038","-0.0265942","7.08371"
"2","0.0","-0.00110552","0.0214964","0.0175624","-0.0251242","7.06543"
"2","0.0","0.00692607","0.0130735","0.0177454","-0.0239849","7.05049"
"2","0.0","0.0135612","0.00587997","0.0175185","-0.0230844","7.03899"
"0","0.0","0.0189027","-1.39787e-05","0.0170423","-0.0223688","7.03042"
"0","0.0","0.0231161","-0.00470755","0.0164491","-0.0217885","7.02413"
"1","0.0","0.0263864","-0.00836864","0.0158302","-0.0213083","7.01955"
"0","0.0","0.0288914","-0.0111795","0.015242","-0.0209052","7.01623"
"0","0.0","0.0307886","-0.0133103","0.0147144","-0.0205649","7.01382"
