"ACTION","REWARD","A0","A1","A2","A3","V"
"1","0.0","-0.483093","0.647455","-0.602026","0.476457","3.84579"
"3","1.0","0.158799","0.124372","-0.71864","0.239757","4.51914"
"2","0.0","-0.0293134","-0.0366508","0.0445945","-0.00380678","4.08619"
"1","0.0","-0.036508","0.0181699","-0.038817","0.0118832","4.3517"
"1","0.0","-0.0324069","0.0428039","-0.0799081","0.0235077","4.47905"
"1","0.0","-0.0234822","0.0464779","-0.0766571","0.0167513","4.55131"
"1","0.0","-0.0173348","0.0448148","-0.0631525","0.00778419","4.59149"
"2","0.0","-0.013112","0.043323","-0.0522856","0.000714697","4.61318"
"1","0.0","-0.00990914","0.0422595","-0.0450993","-0.00429989","4.62428"
"1","0.0","-0.00717124","0.0412252","-0.0405822","-0.0078376","4.62932"
"2","0.0","0.011001","-0.0223475","-0.0039593","-0.0149776","4.6512"
"3","0.0","0.0237599","-0.0471081","-0.0175049","-0.0155513","4.71761"
"0","0.0","0.0399271","-0.0809138","-0.02045","-0.0293037","4.76844"
"0","0.0","0.0484372","-0.0571685","-0.0574726","-0.0428023","4.78346"
"0","0.0","0.0640142","-0.0689567","-0.0513011","-0.0608326","4.74481"
"0","0.0","0.0737769","-0.0681685","-0.05764","-0.0610354","4.71597"
"0","0.0","0.0733574","-0.0607238","-0.0623662","-0.0529541","4.70339"
"0","0.0","0.0685106","-0.0495925","-0.0653916","-0.0437291","4.69315"
"0","0.0","0.0617963","-0.0370681","-0.0663733","-0.0355937","4.68348"
"0","0.0","0.0631309","-0.0222866","-0.0802084","-0.0189431","4.66062"
"3","0.0","0.124648","0.174864","-0.595362","0.179189","4.31541"
"3","0.0","-0.0349512","0.0448095","-0.0503648","0.0531418","4.58978"
"3","1.0","0.171067","0.217066","-0.837631","0.251843","5.40747"
"3","0.0","-0.100734","0.0422835","-0.0305055","0.0702994","4.75976"
"1","0.0","-0.131247","0.111516","-0.0577132","0.0610298","4.74485"
"1","1.0","-0.64592","0.497806","0.0776186","0.122827","5.53518"
"1","0.0","-0.146936","0.131098","-0.00861591","-0.0181501","4.82713"
"0","0.0","-0.100916","0.104224","-0.00882841","-0.026049","4.76973"
"1","0.0","-0.0790138","0.0818326","-0.00656907","-0.0278912","4.73595"
"1","0.0","-0.0553702","0.0691248","-0.0139354","-0.0288752","4.70334"
"1","0.0","-0.0395807","0.0592777","-0.0164031","-0.0281494","4.68905"
"1","1.0","-0.583643","0.463115","0.0826074","0.0801283","5.45047"
"1","0.0","-0.0774645","0.0752301","0.011235","-0.0604876","4.74282"
"1","0.0","-0.0444104","0.0502865","0.00210108","-0.0508961","4.70012"
"3","0.0","-0.0151245","-0.0272401","0.0230743","-0.0427588","4.69085"
"2","0.0","0.0235445","-0.0695431","0.0704814","-0.069623","4.54938"
"2","0.0","0.0253227","-0.0941214","0.0157803","-0.0342301","4.6395"
"0","0.0","0.0460591","-0.0936786","-0.0236675","-0.0424157","4.70325"
"0","0.0","0.0525428","-0.0624445","-0.0602273","-0.0518845","4.75413"
"0","0.0","0.0673273","-0.0727077","-0.0505457","-0.068054","4.73294"
"3","0.0","0.0766975","-0.0706247","-0.055234","-0.0670671","4.71325"
"0","0.0","0.0757277","-0.0622684","-0.0590641","-0.0580445","4.70545"
"0","0.0","0.0704194","-0.0505405","-0.0618726","-0.0480286","4.697"
"0","0.0","0.0633376","-0.0376407","-0.0630563","-0.0391828","4.68764"
"0","0.0","0.0556615","-0.0252215","-0.0624462","-0.0320307","4.67825"
"0","0.0","0.467271","-0.271176","0.214306","-0.441068","5.57975"
"2","1.0","0.137462","0.0687703","0.379454","-0.711559","5.58647"
"1","0.0","-0.0282485","0.0497916","-0.0145148","-0.077196","4.8207"
"1","0.0","-0.0186195","0.0111748","0.005218","-0.0572495","4.8578"
"1","0.0","-0.396838","0.426841","0.392688","-0.399292","5.55057"
