"ACTION","REWARD","A0","A1","A2","A3","V"
"0","0.0","0.0575885","-0.133441","-0.0321099","0.0264355","2.6653"
"0","0.0","0.0292848","-0.0367975","-0.121791","-0.0138791","3.98414"
"3","0.0","0.0156686","-0.0503902","-0.137563","0.0378572","5.07129"
"3","0.0","-0.012508","-0.0216936","-0.118924","0.0842856","5.82472"
"3","1.0","0.257031","-0.0761373","-0.726878","0.35819","6.80846"
"0","0.0","0.401661","-0.690593","0.40908","-0.190608","6.91971"
"2","1.0","0.191129","-0.00765151","0.374995","-0.692237","7.14937"
"3","0.0","-0.0599234","-0.0517081","0.00299698","0.0360909","6.43026"
"3","0.0","-0.0678903","0.0250708","-0.0356201","0.0197805","6.41565"
"3","0.0","-0.0313171","0.00924958","-0.0193969","0.0138711","6.39682"
"3","0.0","-0.0184218","-0.0101802","0.00585273","0.0209916","6.41954"
"3","1.0","-0.146674","0.465841","-1.07532","0.727967","7.8666"
"1","1.0","-0.689279","0.368388","0.164025","0.241478","7.17871"
"3","0.0","-0.153383","0.0134587","0.0159232","0.0773807","6.56821"
"1","0.0","-0.120255","0.0755484","0.0246066","-0.0332768","6.49149"
"1","0.0","-0.0855413","0.073747","0.0450324","-0.0649373","6.48992"
"2","0.0","-0.531939","0.263992","0.321414","0.050942","7.43095"
"1","1.0","-0.685024","0.384293","0.218294","0.107578","7.27047"
"2","0.0","-0.133283","-0.0270083","0.0997926","-0.0231437","6.60145"
"2","0.0","-0.103649","-0.0376896","0.104039","-0.0542908","6.5467"
"2","0.0","-0.0545383","-0.0703279","0.0917869","-0.0653493","6.54177"
"2","0.0","-0.0193465","-0.10711","0.0861281","-0.0616959","6.56373"
"2","0.0","0.00650227","-0.137791","0.0799305","-0.0540221","6.58366"
"2","0.0","0.0255365","-0.161267","0.0731603","-0.0460844","6.59708"
"0","0.0","0.147738","0.0262891","0.158705","-0.399623","7.43402"
"2","1.0","0.267683","-0.0578353","0.391555","-0.751303","7.37441"
"2","0.0","0.0478118","-0.176289","0.0447959","-0.0469721","6.5119"
"0","0.0","0.0288569","-0.108386","-0.040665","-0.0359774","6.46182"
"0","0.0","0.0525839","-0.11199","-0.0837579","-0.0156686","6.41888"
"0","0.0","0.0537524","-0.121103","-0.106255","0.0164437","6.42289"
"0","0.0","0.0474788","-0.121418","-0.128832","0.0461757","6.42324"
"0","0.0","0.320512","-0.60569","-0.039302","0.231729","7.33943"
"3","1.0","0.0151235","-0.196307","-0.338534","0.323525","7.42802"
"1","0.0","-0.0344906","-0.0950261","-0.138891","0.140578","6.60238"
"3","0.0","-0.0430079","-0.0447705","-0.108048","0.0978713","6.58656"
"3","0.0","-0.0190333","-0.0393414","-0.0916485","0.0853215","6.52151"
"3","0.0","-0.39668","0.353583","-0.433478","0.489134","7.21118"
"3","0.0","-0.262134","-0.0736095","-0.217741","0.491143","7.96988"
"0","1.0","0.296279","-0.477211","0.166572","-0.275907","8.18636"
"1","0.0","-0.784371","0.498163","0.0580843","0.151645","7.00305"
"2","0.0","-0.424817","0.349857","0.355319","-0.330424","7.27974"
"1","1.0","-0.706233","0.394887","0.139381","0.117415","7.24688"
"1","0.0","-0.156257","0.0620621","-0.0598026","0.0291088","6.60715"
"1","0.0","-0.528673","0.487762","-0.422114","0.423315","7.12536"
"3","1.0","0.160604","0.203873","-1.12021","0.429755","7.03088"
"3","0.0","-0.148047","0.0381953","-0.101952","0.129957","6.47339"
"3","0.0","-0.103316","0.0269431","-0.0168473","0.031988","6.50102"
"3","0.0","-0.0544739","0.00793721","-0.00986256","0.0213149","6.49682"
"1","0.0","-0.038626","0.0323419","0.0235407","-0.0357665","6.50352"
"2","0.0","-0.0396441","0.0335499","0.0548537","-0.0463341","6.51282"
