"ACTION","REWARD","A0","A1","A2","A3","V"
"3","1.0","-0.0303069","-0.0439831","0.0716025","0.0661555","2.57597"
"3","0.0","-0.0248789","0.0683437","-0.102059","0.158253","1.70626"
"3","0.0","0.0865849","-0.480375","0.233136","0.211039","1.68879"
"1","0.0","-0.0622564","0.144832","-0.0468674","0.0242807","1.86084"
"0","0.0","0.208692","-0.368074","-0.0651818","0.15419","1.77475"
"1","0.0","-0.0619475","0.124172","-0.0446001","-0.000444249","1.90387"
"3","0.0","0.198973","-0.363312","-0.0852994","0.146989","1.82205"
"1","0.0","-0.0169702","0.0408099","0.0507646","-0.0883821","1.96418"
"1","0.0","0.107545","0.132634","-0.272483","-0.0172188","1.86316"
"2","0.0","-0.54628","0.23602","0.371317","0.0115867","2.72117"
"1","0.0","-0.690085","0.566457","-0.242669","0.455911","2.65922"
"3","1.0","0.0953026","0.180538","-0.835381","0.350756","3.02469"
"2","0.0","-0.0110098","0.00435638","0.0360008","-0.0760346","2.26693"
"1","0.0","-0.0161846","0.0243601","0.0203457","-0.0552635","2.23476"
"2","0.0","0.0121132","0.0126346","0.0343393","-0.0618558","2.1687"
"2","0.0","0.0180829","0.0233439","0.0482575","-0.0696718","2.14586"
"2","0.0","0.0193144","0.0318339","0.0584745","-0.0704833","2.12191"
"2","0.0","0.0184358","0.0385352","0.0661872","-0.0684136","2.09985"
"2","0.0","0.0164804","0.0441206","0.0721619","-0.0656114","2.0802"
"2","0.0","0.0142978","0.0486544","0.0768545","-0.0629637","2.063"
"2","0.0","0.0123357","0.0522553","0.0806202","-0.0608647","2.04822"
"1","0.0","-0.00769776","0.0639049","0.0114681","-0.032395","2.08311"
"1","0.0","-0.00432734","0.0517212","-0.0250593","-0.0339853","2.1321"
"1","0.0","-0.000954938","0.0327977","-0.0626742","-0.025594","2.18188"
"0","0.0","0.0614876","-0.0235626","-0.134204","0.00208531","2.08965"
"3","0.0","0.0237889","-0.0394139","-0.122704","0.0230211","2.1795"
"0","0.0","0.0395883","-0.0514479","-0.0885967","0.00178151","2.21959"
"0","0.0","0.0404184","-0.0564411","-0.0797598","0.0177849","2.20907"
"0","0.0","0.0388348","-0.0506082","-0.0670607","0.0258166","2.18842"
"0","0.0","0.0331102","-0.0357217","-0.0501639","0.0260952","2.1656"
"3","0.0","0.0263276","-0.0183092","-0.0315068","0.0220652","2.14158"
"0","0.0","0.0199375","-0.00128609","-0.0126655","0.0154423","2.1181"
"0","0.0","0.0145723","0.0139631","0.00530912","0.00739069","2.09631"
"0","0.0","0.420753","-0.547125","-0.401491","0.37331","2.81767"
"3","1.0","0.192893","0.209872","-0.962972","0.351756","2.90251"
"3","0.0","-0.0755632","0.0365184","-0.0449778","0.0415052","2.18999"
"1","0.0","-0.112373","0.116855","-0.0696406","0.0412936","2.09138"
"1","0.0","-0.496422","0.459686","-0.392024","0.435737","2.81731"
"3","1.0","0.0543608","0.224755","-0.921929","0.405579","3.0016"
"3","1.0","0.0627211","0.160499","-0.886991","0.405679","2.88243"
"3","-1.0","0.11071","-0.27434","-0.227911","0.171322","2.63372"
"0","1.0","0.198978","-0.456114","-0.0717013","0.114907","2.9463"
"0","0.0","0.100131","0.0586303","-0.452595","0.0893015","2.15328"
"1","0.0","-0.0870362","0.028719","-0.0280788","-0.0116612","2.09857"
"0","0.0","0.0925452","0.0646522","-0.394737","0.0529044","2.03977"
"3","0.0","-0.0719674","0.035747","-0.0416353","-0.00175626","2.02949"
"1","0.0","-0.0593582","0.114964","-0.0457742","-0.0577953","1.96988"
"1","0.0","-0.0540094","0.103252","0.0548151","-0.111292","2.08857"
"1","0.0","-0.0450357","0.121959","0.0778846","-0.124001","2.09125"
"1","0.0","-0.0375863","0.133077","0.116254","-0.146802","2.0982"
