"ACTION","REWARD","A0","A1","A2","A3","V"
"0","1.0","0.725209","-1.32629","0.280603","0.0987261","5.22823"
"1","0.0","-0.030318","0.0249576","-0.0587536","-0.0896519","4.76369"
"3","0.0","-0.0022941","-0.0295452","-0.0449812","0.0100814","5.69979"
"3","0.0","0.00790464","-0.0343004","-0.0575859","0.0559389","6.20104"
"3","0.0","0.00653586","-0.0169786","-0.0714143","0.0769163","6.44111"
"1","0.0","-0.00756464","0.0784616","-0.0743245","0.0149223","6.55858"
"1","0.0","-0.0191953","0.103861","-0.0453316","-0.00187347","6.61232"
"2","0.0","-0.0472586","0.0254407","0.0940435","0.00882294","6.54673"
"2","0.0","-0.0014936","-0.0486799","0.0836466","0.00527031","6.60596"
"2","0.0","0.00231234","-0.0631581","0.0880377","-0.0222721","6.68642"
"2","0.0","0.0194967","-0.0932666","0.078825","-0.0328861","6.7291"
"2","0.0","0.0387475","-0.12364","0.0652472","-0.0350216","6.76138"
"2","0.0","0.0553411","-0.148598","0.0506561","-0.032448","6.78802"
"0","0.0","0.0683207","-0.167426","0.0371013","-0.0278781","6.81005"
"0","0.0","0.0751187","-0.0989374","-0.0270056","-0.0205901","6.8444"
"0","0.0","0.0864595","-0.0992146","-0.0477348","0.00693425","6.83554"
"0","0.0","0.0855376","-0.0873562","-0.0589755","0.0263528","6.8027"
"0","0.0","0.0723867","-0.0673344","-0.0638165","0.0414966","6.76835"
"0","0.0","0.0566363","-0.0460573","-0.0661984","0.0520251","6.73506"
"3","0.0","0.0416537","-0.0269317","-0.0666832","0.0589331","6.70641"
"3","1.0","0.236716","0.10592","-0.901588","0.392308","7.51483"
"3","0.0","0.0174364","-0.00886059","-0.138707","0.0840748","6.68721"
"1","0.0","-0.000713552","0.0381257","-0.0779314","0.0272398","6.65536"
"3","0.0","-0.00368802","0.00484566","-0.0904332","0.0869527","6.69324"
"3","0.0","0.00554362","0.00654695","-0.0878203","0.08085","6.67411"
"3","0.0","-0.378451","0.317537","-0.394471","0.510488","7.39923"
"1","1.0","-0.691862","0.396432","0.0403918","0.317628","7.56673"
"1","0.0","-0.147728","0.204331","-0.0552095","-0.0366885","6.81719"
"1","1.0","-0.700683","0.485089","0.111593","0.220296","7.60725"
"1","0.0","-0.153852","0.207418","0.0307486","-0.088872","6.8857"
"1","0.0","-0.0868929","0.176195","0.0444431","-0.114216","6.82515"
"1","0.0","-0.077601","0.0624924","0.159358","-0.0768983","6.68704"
"2","0.0","-0.0419248","0.0305623","0.184089","-0.0881159","6.60202"
"2","0.0","0.0109109","-0.0501685","0.152512","-0.0712333","6.66547"
"2","0.0","0.0197864","-0.0734116","0.143662","-0.0818953","6.7309"
"1","0.0","0.0370744","-0.106995","0.122515","-0.0775819","6.7608"
"1","0.0","0.0548279","-0.137723","0.0982897","-0.0679172","6.78266"
"2","0.0","0.0693002","-0.161505","0.0749865","-0.0563998","6.8017"
"0","0.0","0.080004","-0.17853","0.054666","-0.0451681","6.81854"
"0","0.0","0.0850003","-0.108764","-0.0134554","-0.033657","6.8501"
"0","0.0","0.0946824","-0.10739","-0.0379896","-0.00275852","6.83919"
"0","0.0","0.0922508","-0.0940587","-0.0520111","0.0192161","6.805"
"0","0.0","0.0777951","-0.0727563","-0.0588729","0.036265","6.76978"
"0","0.0","0.0609403","-0.0503868","-0.0627207","0.0482144","6.73592"
"3","0.0","0.0450405","-0.0303506","-0.0642559","0.0561753","6.7069"
"3","1.0","0.170328","0.199314","-0.913693","0.398732","7.50299"
"3","0.0","-0.653439","0.254351","0.138966","0.355403","6.36386"
"1","0.0","-0.0448272","0.0513919","-0.173787","0.100185","6.46448"
"3","0.0","0.00165788","-0.00470957","-0.0915672","0.0462048","6.60284"
"1","0.0","0.0172122","0.0738866","-0.0863435","-0.0271743","6.61425"
