"ACTION","REWARD","A0","A1","A2","A3","V"
"1","1.0","-0.718816","0.709007","0.541485","-0.478806","4.58226"
"3","0.0","-0.355658","0.227463","-0.477869","0.504368","5.65932"
"1","1.0","-1.233","0.594725","0.214186","0.527979","6.34034"
"3","0.0","-0.103068","-0.0693776","-0.0109997","0.0817545","5.91332"
"3","0.0","-0.0681992","-0.0561203","-0.0299896","0.0717733","6.00575"
"1","0.0","-0.0492768","0.0673885","-0.0424024","-0.0313456","6.04687"
"2","0.0","-0.0751573","0.0014824","0.106282","-0.0216627","6.05098"
"2","0.0","-0.0769923","-0.0488937","0.136827","-0.0108931","6.15159"
"2","0.0","-0.0578578","-0.0743131","0.140724","-0.0342163","6.21776"
"2","0.0","-0.0302941","-0.108437","0.134354","-0.0510433","6.2593"
"2","0.0","-0.00178899","-0.142093","0.122807","-0.0612283","6.28846"
"2","0.0","0.0232082","-0.1709","0.109989","-0.0666269","6.31224"
"2","1.0","0.177699","0.0624907","0.368339","-0.749919","6.99447"
"2","0.0","0.0724828","-0.242597","0.0948913","-0.064686","6.43669"
"0","0.0","0.0698912","-0.213883","-0.0544674","0.00558844","6.21609"
"0","0.0","0.133491","-0.152209","-0.100248","-0.066687","6.15822"
"0","0.0","0.131734","-0.143018","-0.0896806","-0.0623241","6.14829"
"0","0.0","0.123723","-0.135147","-0.0949978","-0.0394586","6.14204"
"0","0.0","0.110142","-0.121388","-0.106342","-0.0146523","6.13178"
"0","0.0","0.0947124","-0.104764","-0.118357","0.00726493","6.11684"
"0","0.0","0.0410074","-0.0621098","-0.124523","0.0471274","6.18291"
"0","0.0","0.219833","0.0713537","0.117743","-0.58099","5.93398"
"3","0.0","-0.02046","-0.0671861","-0.124708","0.108652","6.03765"
"3","1.0","0.308634","-0.334358","-0.879854","0.654653","6.84433"
"3","0.0","-0.0307212","0.0150252","-0.174761","0.13385","6.23662"
"3","0.0","-0.0839154","0.044466","-0.0511203","0.0972756","6.16659"
"3","0.0","-0.0964944","0.0335713","-0.0172286","0.112508","6.1631"
"3","0.0","-0.110219","0.0457866","0.00408547","0.113595","6.15852"
"3","0.0","-0.125423","0.0620214","0.0250289","0.109738","6.15876"
"3","0.0","-0.138318","0.0764943","0.0428943","0.104913","6.15932"
"1","0.0","-0.142725","0.168254","0.0231207","0.0230942","6.08134"
"1","0.0","-0.111024","0.142261","0.0196481","0.00718447","6.15118"
"1","1.0","-0.676885","0.418625","0.112375","0.300244","7.05935"
"2","0.0","-0.561901","0.228794","0.29371","0.146848","7.19324"
"0","0.0","-0.652084","0.344483","0.217184","0.11923","7.12436"
"2","0.0","-0.126114","0.00720069","0.141401","-0.0515831","6.4526"
"2","0.0","-0.073202","-0.0185368","0.114243","-0.0424604","6.28677"
"2","0.0","-0.0441827","-0.00434167","0.109244","-0.0643628","6.21384"
"2","0.0","-0.0270115","-0.00074402","0.108911","-0.0690425","6.1777"
"2","0.0","-0.0155628","-0.000982354","0.103689","-0.0631586","6.15399"
"2","0.0","-0.0611788","0.030481","0.135124","-0.0492556","6.12638"
"3","0.0","-0.771521","0.237406","0.297377","0.450843","5.93397"
"2","0.0","-0.0498814","-0.0376274","0.111491","0.0230589","6.09415"
"3","0.0","-0.770497","0.221034","0.260002","0.484807","5.91086"
"2","0.0","-0.0455995","-0.0346612","0.0767886","0.0361271","6.0662"
"0","-1.0","-0.769574","0.225653","0.239786","0.492211","5.89268"
"3","0.0","0.0105741","-0.0644913","0.0204181","0.0389074","6.05961"
"2","0.0","0.00353322","-0.0121915","0.010959","0.0058782","6.06192"
"2","0.0","0.00814759","0.00669415","0.0191761","-0.0108381","6.04817"
"0","0.0","0.0263672","-0.0118388","-0.00819765","-0.011467","5.97753"
