"ACTION","REWARD","A0","A1","A2","A3","V"
"2","0.0","0.0228034","-0.0173878","0.026813","0.0027264","1.60804"
"2","0.0","-0.00331855","-7.02911e-05","0.0112475","0.0511341","2.09527"
"3","0.0","0.00603788","0.0109073","0.0146439","0.0388957","2.43783"
"3","0.0","0.000302286","0.0217696","0.0168313","0.0328634","2.65005"
"1","0.0","0.000886415","0.0237036","0.0167162","0.024781","2.76466"
"2","0.0","-0.00695575","0.020661","-0.0044752","0.0289369","2.84257"
"3","0.0","0.179697","-0.660848","0.20042","0.26889","2.58396"
"1","0.0","-0.0170013","0.0747671","-0.0690973","0.0201157","2.84107"
"1","0.0","0.128658","0.150341","-0.486975","0.100396","2.7212"
"2","0.0","-0.21669","0.243867","0.535625","-0.590764","3.6826"
"1","1.0","-1.3161","0.588295","0.346025","0.359178","3.52174"
"1","0.0","-0.0713694","0.101994","-0.0671122","-0.150123","3.07191"
"1","0.0","-0.0291205","0.00754447","-0.0449207","-0.0463251","2.94303"
"0","0.0","0.00506347","-0.0816009","0.01255","-0.0194996","2.96787"
"0","0.0","0.0278286","-0.0469789","-0.0275871","-0.0227639","2.9809"
"0","0.0","0.0383944","-0.0514376","-0.0169793","-0.0280507","2.96466"
"3","0.0","-0.795015","0.228581","0.287681","0.378113","2.70211"
"0","0.0","0.0959278","0.00887409","-0.139162","-0.0674253","3.14473"
"0","0.0","0.145639","0.129664","-0.540831","0.0843509","2.88549"
"1","0.0","0.0303854","-0.0613246","-0.0174763","-0.0492665","2.99892"
"0","0.0","0.154127","0.111259","-0.544818","0.0811836","2.80398"
"0","0.0","0.0251338","-0.0692538","-0.0218557","-0.0420791","2.96147"
"0","0.0","0.0435689","-0.0564315","-0.0453515","-0.020209","2.90348"
"0","0.0","0.0354854","-0.0345714","-0.0371039","-0.0137657","2.91095"
"2","0.0","-0.0228452","0.000564545","0.0133862","0.00434535","2.89004"
"3","0.0","-0.0478283","0.0285208","0.0257452","0.0158433","2.9128"
"1","0.0","-0.0725471","0.0534985","0.0341464","0.0297221","2.93308"
"1","0.0","-0.044245","0.0555728","0.000995035","0.0278334","2.96797"
"1","0.0","-0.0444278","0.0593311","0.00368204","0.025417","2.95524"
"1","0.0","-0.0497515","0.057553","-0.0112166","0.0278375","2.96051"
"1","0.0","0.0837507","0.200611","-0.505202","0.122939","2.78869"
"1","0.0","-0.0332302","0.0292277","-0.0330542","0.0163771","3.03274"
"3","0.0","-0.0146135","0.0134071","-0.0104623","-0.00836311","2.9603"
"3","1.0","0.160536","0.0942771","-0.729098","0.307573","3.71755"
"1","0.0","-0.00423267","-0.0486969","-0.0186878","0.0275663","3.08217"
"0","0.0","0.0160771","-0.0160726","-0.0380035","-0.00786176","3.01355"
"0","0.0","0.0236223","-0.0187165","-0.0339369","-0.0108134","2.96602"
"0","0.0","0.0252847","-0.0159836","-0.029529","-0.0103829","2.93281"
"0","0.0","0.0234033","-0.0110102","-0.0226624","-0.01011","2.91008"
"0","0.0","0.0198064","-0.00522882","-0.0155886","-0.00992337","2.895"
"0","0.0","0.0159228","0.000184229","-0.00922566","-0.00990909","2.88477"
"3","0.0","-0.83656","0.287093","0.301676","0.39933","2.64232"
"1","0.0","0.0503566","0.0871128","-0.0442636","-0.154701","3.05403"
"1","0.0","-0.00785814","0.0449391","0.0332759","-0.0697495","2.92547"
"1","0.0","-0.01404","0.0785713","0.0717776","-0.1018","2.94881"
"2","0.0","-0.0165544","0.0878123","0.110024","-0.122023","2.96301"
"2","0.0","-0.00875958","0.0703783","0.10618","-0.0976589","2.99687"
"2","0.0","0.0117791","0.0389479","0.109335","-0.0965288","2.97751"
"1","0.0","0.125604","0.184161","-0.409724","0.0225009","2.83679"
"2","0.0","0.0197727","-0.00559884","0.0380698","-0.065637","3.05251"
