"ACTION","REWARD","A0","A1","A2","A3","V"
"3","0.0","-0.553598","0.480876","-0.534662","0.655956","3.63756"
"1","1.0","-0.759533","0.512707","0.0934678","0.226434","4.48727"
"3","0.0","-0.0468769","0.0303623","-0.0464852","0.0400504","3.91341"
"3","0.0","-0.0353627","0.0252563","-0.0153988","0.0308951","4.21046"
"3","0.0","-0.0322824","0.00323477","-0.0110049","0.0375536","4.35763"
"3","0.0","-0.0173643","-0.0042813","-0.0229157","0.0385622","4.41127"
"3","0.0","-0.00819753","-0.00680322","-0.0304366","0.0403151","4.45052"
"3","0.0","0.00563744","0.00800578","-0.0558894","0.0259015","4.49019"
"0","0.0","0.176144","-0.471718","0.171513","0.0893616","4.19638"
"0","0.0","0.0481851","-0.0298895","-0.0054987","-0.0433144","4.43287"
"0","0.0","0.0448982","0.00367584","0.00293046","-0.0726844","4.53281"
"0","0.0","0.0515738","0.00566152","0.0309187","-0.095484","4.59124"
"1","0.0","-0.00881239","0.0609767","0.0444089","-0.085906","4.48597"
"0","0.0","0.0465318","0.00332023","0.0676166","-0.111665","4.60351"
"1","0.0","-0.0206569","0.0680684","0.0627431","-0.0922022","4.50023"
"2","0.0","0.0359204","0.0145512","0.0765549","-0.116746","4.61985"
"2","1.0","0.121104","0.178978","0.317119","-0.69429","5.52919"
"0","0.0","0.44326","-0.296433","0.329918","-0.576813","5.45304"
"2","1.0","0.0849847","0.128723","0.294976","-0.6877","5.53773"
"2","0.0","-0.075808","0.0304621","0.0710186","-0.130836","4.73526"
"3","0.0","0.150275","0.122564","0.207905","-0.649294","5.27772"
"1","0.0","-0.103549","0.0365795","0.0163671","-0.043272","4.61258"
"1","0.0","-0.0490601","0.0391644","-0.00550781","-0.0528943","4.65834"
"1","0.0","-0.0450152","0.0227109","-0.0126734","-0.00835463","4.63409"
"3","0.0","-0.0357186","0.0128347","-0.0186182","0.0157109","4.61607"
"3","0.0","-0.479328","0.430191","-0.454716","0.527211","5.33914"
"1","1.0","-0.734983","0.510729","0.0372576","0.248445","5.50189"
"1","0.0","-0.0900934","0.0757476","-0.0643627","0.0404461","4.67161"
"1","0.0","0.0864865","0.171571","0.116807","-0.417136","4.45363"
"3","0.0","-0.0534241","-0.000242868","0.00736291","0.0378384","4.58876"
"1","0.0","-0.491755","0.23643","0.161248","0.163009","4.34767"
"1","0.0","0.0418547","0.0460418","-0.055827","-0.0616085","4.55767"
"2","0.0","0.00918671","-0.0194026","0.0841375","-0.0410317","4.46913"
"2","0.0","-0.0165252","-0.0378824","0.0880072","-0.0158871","4.56077"
"2","0.0","0.00507941","-0.0482182","0.0638762","-0.0278397","4.63524"
"0","0.0","0.372864","0.212822","0.0946754","-0.717897","5.71517"
"2","1.0","0.163125","0.0215159","0.364886","-0.677164","5.75296"
"2","0.0","0.0248483","-0.132399","0.128766","-0.140016","4.92681"
"0","0.0","0.541448","-0.346007","0.275816","-0.611754","5.48563"
"2","1.0","0.14117","0.0303742","0.341835","-0.686912","5.64061"
"2","0.0","0.00928342","-0.106798","0.0957712","-0.135616","4.81749"
"2","1.0","0.169179","0.114001","0.236734","-0.679676","5.41649"
"0","0.0","0.0125761","-0.0522408","-0.0529679","-0.0607208","4.68359"
"0","0.0","0.0494846","0.00314764","-0.146309","-0.0370044","4.63901"
"0","0.0","0.0407462","-0.00403115","-0.15157","0.00401327","4.65089"
"0","0.0","0.0358707","-0.0132478","-0.16072","0.0351231","4.6451"
"0","1.0","0.346779","-0.779836","-0.00173754","0.257703","5.43168"
"3","0.0","-0.0234339","-0.0576797","-0.224237","0.160811","4.75516"
"3","0.0","-0.00697265","-0.0496536","-0.113577","0.0671579","4.686"
"0","0.0","0.381025","-0.291455","-0.443398","0.110522","5.15955"
