"ACTION","REWARD","A0","A1","A2","A3","V"
"0","0.0","0.0376364","-0.0934368","0.0272671","0.0179632","2.87315"
"0","0.0","0.0415902","-0.0506412","-0.0228111","-0.0273134","4.27347"
"2","0.0","-0.0219046","0.00859235","0.0443892","-0.0167565","5.4787"
"3","0.0","-0.0103158","0.119526","0.374896","-0.480128","7.62993"
"2","0.0","-0.191001","0.0982375","0.118116","-0.0633501","7.04034"
"2","0.0","-0.0909262","0.198077","0.310695","-0.449871","7.92007"
"1","1.0","-0.290404","0.360309","-0.0759819","-0.0596408","8.16843"
"2","0.0","-0.304287","0.0156434","0.524318","-0.218546","7.49265"
"1","1.0","-0.518881","0.627084","0.443133","-0.538678","8.24122"
"1","0.0","0.152332","-0.00253866","0.540505","-0.804488","7.25178"
"2","0.0","-0.119156","0.0437191","0.19902","-0.259802","6.93668"
"1","0.0","-0.0495592","0.118087","-0.0620837","-0.128801","6.68247"
"1","0.0","-0.0314817","0.0634049","-0.0765522","-0.0726091","6.79505"
"1","0.0","-0.0275511","0.0152764","-0.0962129","-0.0256321","6.85994"
"3","0.0","-0.0312368","-0.0118037","-0.124184","0.0106544","6.91188"
"3","0.0","-0.022087","-0.0756652","-0.0977597","0.0771486","6.93067"
"3","0.0","-0.00874118","-0.0739381","-0.0971072","0.086843","6.92097"
"3","0.0","-0.000283415","-0.0512524","-0.0946509","0.0848911","6.90354"
"3","0.0","-0.381575","0.397121","-0.490137","0.517235","7.69711"
"1","1.0","-0.703527","0.503256","0.0267606","0.271316","7.82567"
"1","0.0","-0.192104","0.126052","-0.0173982","0.0614633","6.92341"
"2","0.0","-0.105949","0.00429644","0.0625559","0.00972944","6.84292"
"2","0.0","0.00576115","0.222271","0.306043","-0.511528","7.90907"
"1","0.0","0.144648","-0.114276","0.0229659","-0.209735","7.98467"
"0","1.0","0.154043","-0.0646779","-0.0408092","-0.153442","7.92416"
"1","1.0","-0.609384","0.443223","0.106265","0.129099","7.63599"
"2","0.0","-0.100087","-0.083298","0.165162","-0.0555873","6.8995"
"2","0.0","-0.0145013","-0.117993","0.111181","-0.0576901","6.85253"
"2","0.0","0.0255985","-0.147462","0.0968988","-0.051925","6.8692"
"0","0.0","0.109727","-0.156947","-0.0682484","-0.0124171","6.80431"
"0","0.0","0.0612293","-0.0492911","-0.0984169","-0.0519516","6.8627"
"0","0.0","0.0438204","-0.0581244","-0.105832","-0.0308987","6.91741"
"3","0.0","0.0235406","-0.0672604","-0.126585","0.000261049","6.95705"
"3","0.0","0.021254","-0.119441","-0.0985323","0.0672223","6.95964"
"3","0.0","0.0257286","-0.108673","-0.0975566","0.0783723","6.94031"
"3","0.0","-0.360836","0.360267","-0.497775","0.508822","7.72015"
"3","0.0","-0.248169","0.12348","-0.213672","0.309458","8.60719"
"0","1.0","0.265679","-0.331765","0.15211","-0.328332","8.62855"
"1","0.0","-0.175444","0.241425","-0.0998028","-0.119542","7.64281"
"1","0.0","-0.438802","0.460206","0.384747","-0.344714","7.72371"
"2","1.0","-0.00464168","0.260171","0.334886","-0.686055","7.67526"
"1","0.0","-0.153289","0.0920252","0.0512376","-0.028261","6.78638"
"1","0.0","-0.0974117","0.126738","0.0114007","-0.0519234","6.79996"
"3","0.0","-0.0404842","-0.0144284","0.104731","-0.0548005","6.77952"
"2","0.0","-0.0230639","-0.0544694","0.104088","-0.0408792","6.76342"
"2","0.0","-0.00734208","-0.0851299","0.102718","-0.0406344","6.77602"
"2","0.0","0.012607","-0.113825","0.0988936","-0.0434405","6.79723"
"2","0.0","0.030556","-0.137914","0.0945412","-0.0453233","6.82233"
"2","0.0","0.0451068","-0.156378","0.0899818","-0.0461149","6.84595"
"0","0.0","0.120629","-0.159594","-0.0740631","-0.0113644","6.78688"
