"ACTION","REWARD","A0","A1","A2","A3","V"
"0","0.0","0.0366199","-0.0299214","0.0116342","0.0107788","1.2392"
"0","0.0","0.0361264","0.00948218","-0.0208947","0.0285839","1.55327"
"0","0.0","0.0328391","0.008925","0.00297022","0.0274091","1.7468"
"1","0.0","0.13417","0.334066","0.247081","-0.629137","1.45412"
"2","0.0","0.0113682","-0.014453","0.111661","-0.0215496","1.90732"
"1","0.0","0.0263803","0.026164","-0.00161313","0.034685","1.94443"
"1","0.0","0.017618","0.047386","0.00192121","0.024246","2.00444"
"1","0.0","0.0162926","0.0539672","0.0050913","0.0182804","2.02539"
"1","0.0","0.0180403","0.0553896","0.00951939","0.0124358","2.03093"
"1","0.0","0.0203442","0.0553907","0.0147767","0.00632838","2.02972"
"1","1.0","-0.457732","0.290351","0.121866","0.125239","2.82097"
"1","0.0","-0.0377698","0.0844912","0.00918215","-0.0108616","2.11691"
"1","0.0","0.0134191","0.0221021","0.0330207","-0.022888","2.02308"
"2","0.0","0.0206543","-0.014649","0.043863","-0.0176008","2.02061"
"2","0.0","0.0360442","-0.0498357","0.0420188","-0.0179924","2.03571"
"2","0.0","0.0545858","-0.0828418","0.0368839","-0.021813","2.05845"
"0","0.0","0.0731633","-0.112473","0.0306566","-0.0263623","2.08299"
"0","0.0","0.0740825","-0.121466","0.0357727","-0.0339864","2.15343"
"2","0.0","0.0983117","-0.114935","0.0150259","-0.0454744","2.15742"
"0","0.0","0.0527712","-0.0983654","-0.0650613","0.0127768","2.13465"
"0","0.0","0.0367367","-0.100165","-0.108416","0.0301867","2.17144"
"3","0.0","0.0228139","-0.11325","-0.146774","0.0543926","2.22065"
"0","0.0","0.0674747","-0.137566","-0.122042","0.0292269","2.29005"
"0","0.0","0.0674383","-0.144418","-0.100522","0.0424452","2.29141"
"1","0.0","0.180931","0.130638","0.044149","-0.483564","2.044"
"0","0.0","0.0554583","-0.150956","-0.0148075","0.0255193","2.20663"
"1","0.0","0.164186","0.16686","0.0678125","-0.475701","1.95754"
"2","0.0","0.0301301","-0.100921","0.0112659","0.027356","2.14065"
"3","0.0","-0.0169124","-0.0428301","-0.137117","0.127733","2.10437"
"3","0.0","0.00458717","-0.0355378","-0.076371","0.066917","2.17837"
"3","0.0","0.161981","-0.613259","-0.210596","0.488421","2.67669"
"0","1.0","0.270852","-0.627439","-0.0195001","0.156019","2.90405"
"0","0.0","0.157886","0.0331471","-0.569435","0.151412","2.04476"
"3","0.0","-0.0200893","-0.137223","-0.0185411","0.0418326","2.12852"
"3","0.0","0.0239545","-0.0926942","-0.0747242","0.0358313","2.11131"
"0","0.0","0.0318461","-0.0749699","-0.0441551","0.0176182","2.11859"
"1","0.0","0.136532","0.262957","0.200978","-0.630432","1.6973"
"2","0.0","0.0171729","-0.0674578","0.076951","-0.034398","2.07715"
"0","0.0","0.0309225","-0.0170426","-0.0316862","0.0283965","2.0615"
"1","0.0","-0.0575603","0.0674457","0.000104892","0.0528749","1.98205"
"1","0.0","0.00136729","0.0353487","-0.00451469","0.0235571","2.10722"
"1","0.0","0.00277188","0.0462507","-0.0117966","0.0279434","2.09428"
"1","0.0","0.00366344","0.0533281","-0.00745331","0.0244617","2.08586"
"1","0.0","0.00620705","0.0568152","-0.00102351","0.0191648","2.07329"
"1","0.0","0.00958987","0.0580004","0.00606815","0.0132791","2.06002"
"1","0.0","0.0131394","0.0579853","0.0129835","0.00739661","2.04753"
"0","0.0","0.016556","0.0573158","0.0192721","0.00188046","2.0365"
"1","0.0","0.0196993","0.0563091","0.0247245","-0.00307967","2.02712"
"1","0.0","0.0225086","0.0551589","0.0292901","-0.00741161","2.01936"
"0","0.0","0.0438631","0.0333669","0.0241949","-0.00809758","1.97173"
