"ACTION","REWARD","A0","A1","A2","A3","V"
"0","0.0","0.424837","-0.864029","-0.0548144","0.254555","3.60461"
"3","1.0","0.00379257","0.0466307","-0.612348","0.234539","4.47501"
"3","0.0","-0.0319078","0.0256363","-0.249461","0.0765104","3.92211"
"3","0.0","-0.0300568","-0.015569","-0.173284","0.0918233","4.17285"
"3","0.0","-0.0684325","0.0216361","-0.147583","0.0952194","4.3153"
"3","1.0","0.166409","0.119715","-0.865738","0.299376","5.2524"
"3","0.0","-0.105082","0.101025","-0.227498","0.100029","4.57128"
"3","0.0","0.0852366","-0.620783","0.140839","0.291608","4.26627"
"3","0.0","-0.115625","0.0349101","-0.115223","0.113855","4.49903"
"1","0.0","-0.11958","0.19503","-0.102427","-0.0310274","4.42345"
"2","0.0","-0.0594049","0.130791","-0.00869927","-0.10271","4.53223"
"1","0.0","0.133595","0.291777","-0.651715","0.051939","4.33509"
"1","0.0","-0.0467184","0.0551056","0.0335435","-0.0442137","4.6031"
"2","0.0","-0.0750147","0.0397153","0.0693418","-0.0505906","4.58801"
"1","0.0","-0.0620943","0.0543374","0.0329397","-0.0461504","4.55746"
"1","0.0","-0.0556287","0.054707","0.0227601","-0.0393713","4.55144"
"1","0.0","-0.049563","0.0492417","0.0197295","-0.0343574","4.54275"
"3","0.0","-0.0433473","0.0431816","0.0169465","-0.0299877","4.53152"
"1","0.0","-0.0381522","0.0378972","0.0142256","-0.0259002","4.52123"
"1","1.0","-0.570259","0.387256","0.108286","0.119146","5.26254"
"2","0.0","-0.0720753","0.00824073","0.0205101","-0.0154207","4.53262"
"2","0.0","-0.0190718","-0.0437798","0.00818612","-0.00939153","4.53232"
"0","0.0","0.00146562","-0.0845838","0.015482","-0.0264656","4.59235"
"0","0.0","0.0286912","-0.0790831","-0.0143812","-0.04527","4.67303"
"0","0.0","0.052764","-0.0946945","-0.0194621","-0.0483218","4.62967"
"0","0.0","0.477987","-0.291573","-0.0147452","-0.330217","5.16951"
"2","1.0","0.153707","-0.0409438","0.433881","-0.675324","5.43476"
"2","0.0","0.17035","-0.849888","0.399984","0.130316","4.48671"
"0","0.0","0.0281045","-0.046805","-0.0786535","-0.0553183","4.64272"
"0","0.0","0.0103419","-0.0172453","-0.0215876","-0.0798753","4.57627"
"0","0.0","0.0145234","-0.0219551","-0.00473418","-0.0673769","4.53113"
"0","0.0","0.00827129","-0.0170327","-0.000544592","-0.0471974","4.51831"
"3","0.0","-0.0234125","0.0258032","-0.0899857","0.0467985","4.43786"
"3","0.0","-0.0455055","0.0436925","-0.0741706","0.0509512","4.44541"
"1","0.0","-0.0524444","0.085099","-0.149392","0.0741425","4.46037"
"1","0.0","-0.272137","0.616416","-0.147612","-0.210388","5.07102"
"3","1.0","-0.00458182","0.155353","-0.705229","0.331771","5.33619"
"1","0.0","-0.717606","0.303571","0.195046","0.289232","4.3205"
"3","0.0","-0.0343205","-0.00286472","-0.0555784","0.0246072","4.5585"
"1","0.0","-0.0929804","0.0697432","-0.0455118","0.0313606","4.55247"
"1","0.0","-0.0766396","0.0672454","-0.0275077","0.0118938","4.53964"
"1","0.0","-0.0655518","0.062679","-0.0133389","0.00243287","4.52194"
"1","0.0","-0.0578067","0.0565195","-0.00309758","-0.00207136","4.51245"
"1","0.0","-0.0516702","0.0508154","0.0027727","-0.0045922","4.5049"
"2","0.0","-0.0386556","0.00233891","0.0303554","-0.0110172","4.44166"
"2","1.0","0.116022","0.169199","0.31459","-0.703043","5.37505"
"2","0.0","-0.050691","-0.101083","0.084451","-0.043203","4.64922"
"0","0.0","0.0191478","-0.113257","-0.00316475","-0.0365272","4.62256"
"0","0.0","0.401896","-0.424169","0.363965","-0.50562","5.51337"
"2","1.0","-0.180635","0.173354","0.514029","-0.636101","5.51433"
