"ACTION","REWARD","A0","A1","A2","A3","V"
"2","0.0","0.00459956","-0.00812811","0.0138287","0.000464535","0.0814787"
"2","0.0","0.00599647","-0.00731521","0.0199101","0.000138484","0.110933"
"2","0.0","0.00767411","-0.00661069","0.0228151","0.000399612","0.122155"
"2","0.0","0.00930197","-0.00664361","0.024104","0.00135228","0.126334"
"2","0.0","0.0106589","-0.00709035","0.0244956","0.00267434","0.127646"
"3","0.0","0.000126791","0.00882001","-0.000529263","0.0156003","0.101291"
"2","0.0","0.0106371","-0.00716265","0.0162303","0.00649513","0.122863"
"1","0.0","0.000779123","0.00616601","-0.00456392","0.0178214","0.0998136"
"3","0.0","-0.000578944","0.00666073","-0.0113976","0.0198664","0.0953991"
"2","0.0","0.0106107","-0.0115205","0.0104893","0.00897581","0.120928"
"3","0.0","0.00050814","0.00211968","-0.00844148","0.0198099","0.0987242"
"2","0.0","0.0105618","-0.0132739","0.010655","0.00995801","0.121204"
"3","0.0","0.000347803","0.00102155","-0.00882612","0.0206554","0.0986523"
"2","0.0","0.0104142","-0.01415","0.0102187","0.0105802","0.121156"
"3","0.0","0.000224092","0.000285606","-0.00920806","0.0211083","0.0986288"
"2","0.0","0.0103227","-0.0147661","0.00990601","0.0109129","0.121134"
"3","0.0","0.000163656","-0.000220027","-0.009454","0.0213593","0.0985987"
"2","0.0","0.0102925","-0.0151748","0.00971889","0.0111068","0.121096"
"3","0.0","0.000157944","-0.000544346","-0.00959014","0.0215145","0.0985555"
"2","0.0","0.0103069","-0.0154292","0.00962507","0.0112345","0.121051"
"3","0.0","0.000186497","-0.000740633","-0.00964927","0.021623","0.098512"
"2","0.0","0.0103455","-0.0155792","0.00959318","0.0113283","0.121011"
"3","0.0","0.000230593","-0.00085319","-0.00966007","0.0217058","0.0984756"
"2","0.0","0.0103923","-0.0156628","0.00959781","0.0114018","0.120978"
"3","0.0","0.000277501","-0.000913791","-0.00964435","0.0217714","0.0984476"
"2","0.0","0.0104378","-0.0157061","0.00962084","0.0114603","0.120954"
"3","0.0","0.000320183","-0.00094353","-0.0096168","0.0218236","0.0984271"
"2","0.0","0.0104771","-0.0157259","0.00965063","0.0115066","0.120937"
"3","0.0","0.000355643","-0.000955765","-0.00958634","0.0218646","0.0984124"
"2","0.0","0.0105087","-0.0157328","0.00968057","0.0115426","0.120924"
"3","0.0","0.000383365","-0.000958636","-0.00955773","0.0218959","0.0984019"
"2","0.0","0.0105328","-0.0157331","0.00970737","0.0115698","0.120915"
"3","0.0","0.000404096","-0.000956969","-0.00953309","0.0219194","0.0983943"
"1","0.0","0.0105506","-0.0157303","0.00972978","0.0115899","0.120909"
"2","0.0","-0.392154","0.458276","-0.0205808","-0.036604","0.654982"
"1","0.0","-0.452605","0.446032","-0.321466","0.409813","0.673414"
"2","0.0","-0.200921","0.0941227","-0.408908","0.548615","0.921721"
"3","1.0","-0.202226","0.0669613","-0.400005","0.555503","0.993647"
"3","0.0","-0.109172","0.0484222","-0.0330369","0.119606","0.321684"
"0","0.0","-0.0516229","0.0353943","-0.00814626","0.0344958","0.200478"
"0","1.0","0.360949","-0.364706","-0.0886939","-0.068497","0.647267"
"0","0.0","-0.0495001","-0.03304","-0.000259248","0.000310039","0.231995"
"3","0.0","-0.0534073","-0.00748695","-0.00518429","0.0009864","0.152684"
"3","0.0","-0.0303198","-0.0106848","-0.00861293","-0.00303971","0.140698"
"3","0.0","-0.0146576","-0.0143158","-0.00699452","-0.00423298","0.138602"
"2","0.0","-0.0057041","-0.0158645","-0.00319776","-0.00350764","0.136772"
"2","0.0","-0.000465703","-0.016074","0.00100511","-0.00201023","0.134619"
"2","0.0","0.0028602","-0.0156815","0.00487085","-0.000323172","0.132571"
"2","0.0","0.00518233","-0.0151025","0.0081627","0.00130722","0.130867"
"2","0.0","0.00694193","-0.0145278","0.0108608","0.00278626","0.129548"
