"ACTION","REWARD","A0","A1","A2","A3","V"
"1","0.0","0.0138088","-0.00481945","-0.0138676","0.0092511","0.445971"
"1","0.0","0.00457863","0.0026924","-0.0121992","-0.00624393","0.612482"
"1","0.0","0.000533324","0.00895946","-0.0392719","0.000676074","0.69577"
"1","1.0","-0.484306","0.231238","0.0395796","0.241046","1.60435"
"1","0.0","-0.0134294","0.0403702","-0.0642669","0.0304393","0.804197"
"1","0.0","-0.0328183","0.00944176","-0.0553467","0.0422377","0.843475"
"3","0.0","-0.03054","0.00245378","-0.0799491","0.0432986","0.860444"
"3","0.0","-0.0614974","0.0250551","-0.0886075","0.0820423","0.931287"
"3","0.0","-0.0566241","0.0165072","-0.0715658","0.0845981","0.91386"
"3","0.0","0.403958","-0.505632","-0.647868","0.540821","1.60688"
"0","1.0","0.218043","-0.558791","-0.00546634","0.156983","1.75591"
"3","0.0","0.391942","-0.523556","-0.647765","0.522303","1.62028"
"0","1.0","0.223968","-0.611203","0.0273581","0.137129","1.78213"
"3","0.0","-0.0173478","-0.0753665","-0.0527114","0.047159","1.01599"
"2","0.0","-0.0318388","-0.0564637","0.011485","0.0185811","0.958783"
"2","0.0","-0.0280473","-0.0250831","0.0121666","0.0110439","0.926879"
"2","0.0","-0.0241608","-0.00391135","0.0120601","0.00945035","0.899978"
"1","0.0","-0.0210795","0.00916274","0.0124879","0.0113088","0.875621"
"1","0.0","-0.0183119","0.0167751","0.0130358","0.0142863","0.854847"
"2","0.0","-0.225522","0.299311","0.362811","-0.41671","1.73064"
"1","1.0","-0.553326","0.295343","0.0826694","0.163984","2.03374"
"1","0.0","-0.0682487","0.0888243","-0.0167539","-0.00469677","1.06264"
"2","0.0","-0.0510947","-0.00591713","0.0244135","0.0167294","0.951368"
"2","0.0","-0.0198677","-0.0462744","0.0186163","0.0104926","0.907747"
"0","0.0","0.0375745","-0.0796849","-0.0190484","-0.00252799","0.824767"
"0","0.0","0.0337322","-0.0596015","-0.0273034","-0.0334016","0.829355"
"0","0.0","0.0287342","-0.0482848","-0.0544905","-0.0270498","0.836362"
"0","0.0","0.0195444","-0.0409204","-0.0745797","-0.014623","0.845168"
"0","0.0","0.00923876","-0.0367386","-0.0898198","-0.000213924","0.853229"
"3","0.0","-0.000574801","-0.0346443","-0.101691","0.0138536","0.860482"
"3","0.0","-0.0403707","-0.00458643","-0.102161","0.0628174","0.925686"
"3","0.0","-0.0420317","-0.00693027","-0.0797778","0.0724779","0.906697"
"3","0.0","-0.0391668","-0.00772134","-0.0619316","0.0744495","0.885735"
"3","0.0","-0.0340952","-0.00619615","-0.0476498","0.0715265","0.865941"
"3","0.0","-0.0284657","-0.00356472","-0.0358104","0.0664309","0.848796"
"3","0.0","-0.0230127","-0.000535504","-0.0259562","0.0606417","0.83437"
"3","0.0","-0.0180614","0.00247878","-0.017789","0.0549328","0.822393"
"1","0.0","0.00582189","0.0256742","-0.0257993","0.021459","0.762522"
"1","0.0","0.00229149","0.041497","-0.00588558","-0.00244809","0.752846"
"2","0.0","-0.312535","0.244817","0.338779","-0.211342","1.74091"
"1","1.0","-0.534995","0.321798","0.0868909","0.145864","2.00391"
"2","1.0","0.261256","0.147114","0.298098","-0.762309","1.818"
"1","0.0","-0.116188","0.0636525","0.028769","0.0276022","1.06995"
"3","0.0","0.158322","-0.575029","0.114891","0.200263","0.873614"
"0","0.0","-0.0103255","-0.0174592","-0.0127216","-0.0306463","0.904841"
"1","0.0","-0.0385864","0.0019808","-0.00377122","5.94285e-05","0.873924"
"1","0.0","-0.00261669","-0.0287909","0.0136096","-0.0238375","0.828118"
"3","0.0","0.150139","0.146144","-0.684876","0.233834","0.547917"
"2","0.0","-0.0111045","-0.0788068","0.0166519","-0.0203441","0.717695"
"3","0.0","0.157113","0.115397","-0.687504","0.211033","0.514218"
