"ACTION","REWARD","A0","A1","A2","A3","V"
"3","0.0","-1.35814","0.445501","0.502812","0.700821","2.42464"
"0","0.0","0.279274","-0.220433","-0.293462","0.00725944","3.96305"
"1","0.0","0.212769","0.242603","-0.772722","0.0628318","4.93893"
"3","0.0","-0.0469735","0.0372197","-0.0753409","0.0839404","5.83489"
"2","0.0","-0.0813521","0.0355759","0.0490452","0.0419694","6.25265"
"3","0.0","-0.0317707","0.00369626","-0.0349796","0.110336","6.45625"
"2","0.0","-0.0692839","0.0502357","0.0693135","0.0191209","6.54364"
"3","0.0","-0.0167124","0.0101477","-0.00879006","0.0803266","6.59063"
"2","0.0","-0.0554587","0.0476452","0.0927657","-0.00402264","6.60421"
"3","0.0","-0.00480967","0.00308915","0.0123957","0.062918","6.62308"
"2","0.0","-0.0454903","0.0386101","0.109548","-0.0164268","6.6227"
"3","0.0","0.00404617","-0.00644779","0.0260713","0.0534162","6.63538"
"2","0.0","-0.0380336","0.0298567","0.119649","-0.0234471","6.63075"
"2","0.0","0.0105557","-0.0142583","0.0338131","0.0479349","6.64106"
"3","0.0","-0.869172","0.310587","0.369697","0.432159","6.10669"
"3","0.0","-0.0472651","-0.0612963","-0.0111187","0.126608","6.41344"
"2","0.0","-0.0335114","0.025887","0.0710959","-0.0449907","6.47948"
"3","0.0","0.0175062","-0.00973618","-0.00891858","0.0328244","6.54541"
"2","0.0","-0.0319693","0.0294208","0.0969067","-0.0321636","6.58892"
"3","0.0","0.0132552","-0.0141291","0.0170186","0.0466407","6.62371"
"2","0.0","-0.0319598","0.0243428","0.113499","-0.026248","6.62837"
"3","0.0","0.0150985","-0.0181868","0.0292258","0.046604","6.64091"
"2","0.0","-0.0294365","0.0207821","0.121616","-0.027937","6.63427"
"2","0.0","0.017432","-0.0213428","0.0350823","0.0448002","6.64327"
"3","0.0","-0.863736","0.305244","0.37003","0.430058","6.1078"
"3","0.0","-0.0433438","-0.065308","-0.0107059","0.125324","6.41437"
"2","0.0","-0.0306288","0.0230232","0.0711245","-0.0456458","6.48"
"3","0.0","0.0196673","-0.0118417","-0.00901123","0.0324808","6.54587"
"2","0.0","-0.0304448","0.0279567","0.0967575","-0.0322836","6.58927"
"3","0.0","0.014366","-0.0151753","0.0168594","0.0466245","6.62402"
"2","0.0","-0.0311916","0.0236357","0.11335","-0.0261986","6.6286"
"3","0.0","0.0156488","-0.0186787","0.0290948","0.0466731","6.6411"
"2","0.0","-0.0290635","0.0204585","0.121509","-0.0278571","6.6344"
"3","0.0","0.0176947","-0.0215618","0.0349956","0.0448744","6.64338"
"2","0.0","-0.0273583","0.0180333","0.125558","-0.029305","6.63579"
"3","0.0","0.0191188","-0.0236522","0.037944","0.0437573","6.64466"
"2","0.0","-0.0262109","0.0163737","0.127587","-0.0301668","6.63699"
"2","0.0","0.0200771","-0.0250095","0.0394319","0.0430555","6.64568"
"3","0.0","-0.861474","0.302442","0.372626","0.428704","6.10979"
"3","0.0","-0.0416355","-0.067651","-0.00841032","0.124153","6.41603"
"2","0.0","-0.0292659","0.0212644","0.0725704","-0.0464568","6.48122"
"3","0.0","0.0207849","-0.0132272","-0.00797379","0.0318245","6.54676"
"2","0.0","-0.0295682","0.0269134","0.0974284","-0.0327668","6.58988"
"3","0.0","0.0150603","-0.0159858","0.0173338","0.0462583","6.62445"
"0","0.0","-0.0306603","0.0230324","0.113648","-0.0264563","6.62889"
"0","0.0","-0.027416","0.0211788","0.131087","-0.0361902","6.64463"
"3","0.0","-0.0305605","0.0238994","0.149368","-0.0464158","6.66449"
"2","0.0","-0.0300458","0.0246581","0.164361","-0.0573865","6.67693"
"2","0.0","0.028","-0.0606742","0.129324","-0.0280331","6.70809"
"2","0.0","0.261518","-0.825022","0.428836","0.245881","6.37808"
