"ACTION","REWARD","A0","A1","A2","A3","V"
"0","0.0","0.630714","-0.738006","-0.504654","0.384957","3.97078"
"0","0.0","0.135981","0.0220047","-0.61697","0.161942","4.97722"
"0","0.0","0.234845","-0.000925173","-0.688151","0.196979","5.54412"
"0","0.0","0.174052","0.0231442","-0.630578","0.196175","5.92488"
"0","0.0","0.154838","0.0448966","-0.626441","0.202222","6.097"
"0","0.0","0.137374","0.0623138","-0.615028","0.200126","6.18213"
"3","1.0","0.12661","0.0735045","-0.606329","0.197522","6.22233"
"1","0.0","-0.129046","0.127035","-0.0605265","0.0282853","5.6802"
"1","0.0","-0.105396","0.0803034","0.0044802","0.0204309","5.66115"
"1","0.0","-0.0927155","0.0715548","0.0143095","0.0250932","5.57818"
"1","0.0","-0.0771254","0.0616499","0.0315606","0.0169756","5.50853"
"2","0.0","-0.0634413","0.0498649","0.0447699","0.0114887","5.45387"
"2","0.0","-0.0516128","0.0389136","0.0506624","0.0101404","5.41252"
"2","0.0","-0.0416785","0.0295845","0.0518899","0.0110748","5.3815"
"0","0.0","-0.0512932","0.0466929","-0.0347766","0.0616187","5.26873"
"3","0.0","-0.036286","0.0354931","-0.0659297","0.0740287","5.2605"
"3","0.0","-0.0153697","-0.00991292","0.00373419","0.036118","5.36676"
"3","0.0","-0.0188785","-0.0236111","0.00887895","0.0418923","5.3702"
"3","0.0","-0.0123854","-0.0213474","-0.000816749","0.0474617","5.35841"
"3","0.0","-0.0122494","-0.0164561","0.00280309","0.0478757","5.35545"
"0","0.0","-0.0214862","0.0401443","0.00956087","-0.00236081","5.27691"
"2","0.0","0.248709","0.238225","0.284806","-0.848204","4.94072"
"2","0.0","-0.00431155","-0.0165628","0.0512921","-0.0266616","5.25737"
"3","0.0","-0.0106659","0.00101514","-0.00529386","0.0400905","5.27254"
"3","0.0","-0.0115052","0.000722145","0.00726079","0.0456535","5.29549"
"0","0.0","0.245819","0.2439","0.291877","-0.845061","4.92906"
"2","0.0","0.0348949","-0.0318069","0.0716752","-0.0786269","5.19428"
"3","0.0","-0.0123727","0.00524107","-0.00402834","0.0417625","5.24016"
"0","0.0","0.0203432","-0.0144145","0.0268643","-0.00768585","5.23244"
"3","0.0","-0.0516106","0.042258","0.00968349","0.0640644","5.19408"
"3","0.0","-0.0761809","0.0473506","0.0419585","0.0710534","5.2245"
"3","0.0","-0.099687","0.059281","0.0557662","0.0792893","5.25776"
"2","0.0","-0.102866","0.0843035","0.111507","-0.0175768","5.15959"
"1","0.0","-0.147357","0.100862","0.0733784","0.0665191","5.28045"
"3","0.0","-0.576129","0.222333","0.0704953","0.413759","6.1571"
"1","1.0","-0.763321","0.370455","0.279924","0.192288","6.25298"
"1","1.0","-0.702958","0.358026","0.260582","0.163277","6.12154"
"1","0.0","-0.578931","0.306501","0.219738","0.139629","6.2898"
"2","1.0","-0.0191851","-0.359067","0.486917","-0.192356","6.26234"
"2","0.0","-0.0404792","0.0235049","0.143328","-0.187024","5.51664"
"2","0.0","0.30974","-0.318762","0.399356","-0.419762","6.07427"
"2","0.0","0.292056","-0.706231","0.314248","-0.0750906","6.13726"
"0","0.0","0.453328","-0.558768","-0.302495","0.212776","5.9881"
"3","1.0","0.159009","-0.104039","-0.515006","0.209064","6.20016"
"2","1.0","0.161996","0.0803748","0.233652","-0.637622","5.96791"
"0","0.0","0.0431563","-0.0628661","-0.00663089","-0.080518","5.46008"
"3","0.0","0.0275294","-0.0519205","-0.0221035","-0.0296277","5.4616"
"0","0.0","0.546653","-0.327602","-0.167346","-0.248128","5.70476"
"3","1.0","0.212511","-0.161701","-0.606012","0.302429","6.08036"
"0","0.0","0.308587","-0.839089","0.162083","0.289753","5.09441"
