"ACTION","REWARD","A0","A1","A2","A3","V"
"0","0.0","0.0866941","-0.0333606","-0.0838352","0.0177321","1.3018"
"0","0.0","0.0360686","-0.00393531","-0.0275363","-0.0332103","1.76812"
"0","0.0","0.389999","-0.830482","-0.0342568","0.308132","3.04057"
"3","1.0","0.0128521","-0.0873681","-0.349617","0.260269","3.31624"
"3","0.0","-0.0220129","-0.11661","-0.0150425","0.0675898","2.46982"
"3","0.0","-0.0341588","-0.0578551","-0.0540385","0.0824212","2.42102"
"3","0.0","-0.0462431","-0.036707","-0.0496079","0.0935683","2.4258"
"3","0.0","-0.0559578","-0.020246","-0.0373968","0.0984508","2.43234"
"3","1.0","0.0846062","0.0571121","-0.834657","0.51169","3.24348"
"3","0.0","-0.0952136","-0.0448583","-0.0137257","0.123853","2.53997"
"3","0.0","-0.0873099","0.00360434","-0.0343498","0.102379","2.47177"
"1","0.0","-0.0654709","0.032219","-0.00929025","0.026357","2.35377"
"2","0.0","-0.0447076","-0.0101651","0.053055","-0.017514","2.31361"
"2","0.0","0.104326","-0.508373","0.258665","0.118617","2.21792"
"1","0.0","-0.00384463","0.0442172","0.00662493","-0.0311917","2.37712"
"1","0.0","0.145845","0.24834","0.263881","-0.666223","2.14121"
"2","0.0","-0.0287262","-0.0260446","0.157881","-0.100788","2.34753"
"2","0.0","0.0308849","-0.094805","0.115033","-0.0580021","2.40036"
"0","0.0","0.0376971","-0.111177","0.111247","-0.0580059","2.47501"
"2","0.0","0.054001","-0.118625","0.0974252","-0.0629258","2.51156"
"2","0.0","-0.337763","0.24608","0.411266","-0.355244","3.18869"
"1","1.0","-0.501184","0.204179","0.201547","-0.0416181","3.37439"
"0","1.0","0.231403","-0.347092","0.101925","-0.163954","3.48029"
"2","0.0","-0.0250952","-0.148074","0.107421","-0.0105109","2.70582"
"2","0.0","-0.0145382","-0.111067","0.0788868","-0.0155568","2.55519"
"2","0.0","0.000192631","-0.0403998","-0.0151592","-0.0572293","2.52709"
"0","0.0","0.00727574","-0.0525024","-0.0321912","-0.0686906","2.52294"
"0","0.0","0.00776714","-0.0675424","-0.0576472","-0.0575259","2.53963"
"0","0.0","0.00433918","-0.082302","-0.0839545","-0.0367014","2.56517"
"3","0.0","-0.00213335","-0.0945477","-0.109578","-0.010973","2.59338"
"3","0.0","-0.0212355","-0.160868","-0.0645445","0.0780288","2.58504"
"3","0.0","-0.0404087","-0.143841","-0.0791508","0.134638","2.5812"
"1","0.0","-0.0554974","-0.115753","-0.0776839","0.159616","2.56698"
"3","0.0","-0.0667769","-0.0845633","-0.0666958","0.165238","2.54666"
"3","0.0","-0.0733424","-0.0553885","-0.0497439","0.157615","2.52314"
"3","0.0","-0.0755989","-0.0304614","-0.0298408","0.141692","2.49896"
"3","0.0","-0.0743196","-0.0106252","-0.00923848","0.121299","2.47559"
"0","0.0","-0.0704257","0.00419534","0.0104944","0.0992476","2.45393"
"3","0.0","0.385818","-0.640349","-0.490658","0.546845","3.14034"
"2","0.0","0.187493","-0.694104","0.230325","0.112192","3.1724"
"3","0.0","0.331061","-0.693188","-0.479837","0.543633","3.10601"
"2","0.0","0.197199","-0.758946","0.218637","0.0949933","3.12886"
"3","0.0","0.333646","-0.740009","-0.48408","0.529396","3.05431"
"2","0.0","0.205884","-0.801707","0.200949","0.0997576","3.0914"
"3","0.0","0.337222","-0.77225","-0.496809","0.537035","3.02223"
"0","1.0","0.209136","-0.82554","0.184608","0.113335","3.07019"
"3","0.0","-0.0531828","-0.214582","-0.0283905","0.0834431","2.39475"
"3","0.0","-0.0340461","-0.134186","0.000614544","-0.0011512","2.34531"
"3","0.0","-0.0251911","-0.0994946","0.0172341","-0.0218406","2.33844"
"2","0.0","-0.016284","-0.0717835","0.0385102","-0.0422232","2.34379"
