"ACTION","REWARD","A0","A1","A2","A3","V"
"2","0.0","-0.489388","0.0878037","0.247289","0.203989","1.31552"
"0","0.0","0.0757669","-0.053212","-0.110656","-0.00580391","1.80021"
"0","0.0","0.287442","0.114008","0.120825","-0.685382","1.94213"
"3","0.0","0.48612","-0.867894","0.0948388","0.0537915","3.33374"
"2","0.0","0.651224","-1.36847","0.598381","-0.144822","2.98631"
"0","1.0","0.424698","-0.763797","0.00838435","0.0573553","3.51458"
"0","0.0","0.0835365","-0.183599","-0.111496","0.0496694","2.68673"
"0","0.0","0.0430472","-0.160146","-0.0692888","0.0319849","2.64298"
"2","0.0","0.426415","-0.871821","0.0539355","0.154235","3.44276"
"0","1.0","0.384682","-0.823882","-0.0122003","0.232144","3.47232"
"3","0.0","0.0159041","-0.166209","-0.152439","0.167054","2.75777"
"3","0.0","-0.0138255","-0.15585","-0.0603672","0.126948","2.64491"
"3","0.0","-0.516204","9.40686e-05","0.117162","0.376615","2.42944"
"3","0.0","-0.0167835","-0.0115021","-0.163651","0.0727027","2.60733"
"3","0.0","-0.0290472","-0.0802846","-0.0899964","0.117731","2.5875"
"3","0.0","-0.031084","-0.0516547","-0.089754","0.116315","2.55971"
"3","0.0","-0.037899","-0.0242306","-0.0742676","0.104659","2.53548"
"3","0.0","-0.0429028","-0.000775724","-0.0566434","0.0890676","2.51298"
"1","0.0","-0.0503006","0.0647127","-0.0469617","0.0279768","2.40927"
"1","0.0","-0.0599893","0.100754","-0.00414367","-0.0218716","2.39884"
"1","0.0","-0.0618798","0.12615","0.0360987","-0.067585","2.40451"
"1","0.0","-0.0580367","0.140219","0.0727841","-0.107263","2.41288"
"3","0.0","-0.0512619","0.146496","0.104424","-0.140843","2.4196"
"1","0.0","-0.0432274","0.147409","0.130492","-0.168415","2.42329"
"2","0.0","-0.852363","0.563734","0.593559","-0.220887","4.01598"
"1","1.0","-0.674303","0.558161","-0.147406","0.216948","3.95935"
"3","1.0","0.0553996","0.113289","-0.681264","0.239646","3.44572"
"2","0.0","-0.0570556","-0.107294","0.0821557","-0.0274172","2.50907"
"2","0.0","-0.0155393","-0.121951","0.0401776","-0.00629902","2.4535"
"2","0.0","0.00194436","-0.1418","0.0269275","-0.00107329","2.51008"
"0","0.0","0.0236177","-0.164232","0.0127125","-0.00315899","2.55472"
"0","0.0","0.0584499","-0.144946","-0.0090051","-0.0310188","2.5913"
"1","0.0","0.06321","-0.133824","-0.00985857","-0.0309269","2.57035"
"0","0.0","0.0622274","-0.11798","-0.0113959","-0.0235351","2.5411"
"0","0.0","0.0533232","-0.0957742","-0.00960884","-0.0159558","2.51625"
"0","0.0","0.0411652","-0.0722783","-0.0057655","-0.00974499","2.49533"
"0","0.0","0.0285136","-0.0501614","-0.00102743","-0.00521564","2.47781"
"0","0.0","0.0167928","-0.0306478","0.00401329","-0.00240133","2.46322"
"0","0.0","0.00670623","-0.0142237","0.00898774","-0.00109492","2.45108"
"0","0.0","-0.00150482","-0.000917228","0.0136519","-0.000967473","2.44097"
"3","0.0","-0.0718395","0.0403583","0.0286527","0.0485098","2.35261"
"2","0.0","0.0214855","0.27157","-0.590576","0.237021","3.37597"
"3","0.0","-0.212972","0.115879","-0.000473335","0.126793","2.6081"
"3","0.0","-0.00887361","0.272511","-0.621169","0.274853","3.37587"
"1","1.0","-0.246123","0.250103","-0.0682376","-0.0574081","3.51779"
"3","0.0","-0.127375","0.0234273","-0.0102472","0.0461093","2.62236"
"1","0.0","-0.117161","0.0893646","-0.0173285","-0.00616681","2.4471"
"1","1.0","-0.592978","0.292164","0.245479","0.0360088","3.16191"
"2","0.0","0.348824","-0.545731","0.380864","-0.369718","3.20857"
"0","1.0","0.33606","-0.653159","0.130988","-0.0257928","3.41667"
